Geo Point;Geo Shape;id_sir_gp_ecrase_faune;axe;cumuld;plod;absd;date_releve;espece;commune;commentaires;animal_vivant;nb_individus;date_creation;date_modif;source_releve
45.1444246715,5.6074621041;"{""type"": ""Point"", ""coordinates"": [5.607462104100277, 45.144424671461415]}";633;D106;24069;24;400;2015-05-24;Chevreuil européen;Lans-en-Vercors;;NON;1;2016-03-08;2020-03-05;D38
45.3912408314,5.62099732437;"{""type"": ""Point"", ""coordinates"": [5.620997324372448, 45.39124083141582]}";1108;D49;4735;4;780;2018-03-08;Blaireau européen;St Etinne de Crossey;;NON;1;2019-02-14;2020-03-05;D38
45.7616365237,5.12508703092;"{""type"": ""Point"", ""coordinates"": [5.125087030924349, 45.76163652365624]}";1213;D517;3300;3;300;2018-05-07;Blaireau européen;Janneyrias;;NON;1;2019-04-30;2020-03-05;D38
44.9684928901,5.63807483397;"{""type"": ""Point"", ""coordinates"": [5.638074833973314, 44.9684928900843]}";1487;D1075;121453;115;0;2019-07-18;Blaireau européen;ST MARTIN DE LA CLUZE;;NON;1;2020-03-05;2020-03-05;D38
45.6947000652,5.4555243837;"{""type"": ""Point"", ""coordinates"": [5.45552438369555, 45.6947000651594]}";2780;D1075;26575;20;800;2019-04-02;Buse variable;PASSINS;;NON;1;2020-09-07;2020-09-07;D38
44.9506924097,5.74725905715;"{""type"": ""Point"", ""coordinates"": [5.747259057152901, 44.95069240968967]}";1069;D115D;3097;3;100;2017-11-19;Sanglier;LA MOTTE D'AVEILLANS;;OUI;6;2019-02-14;2020-03-05;D38
45.0994663335,5.55864883755;"{""type"": ""Point"", ""coordinates"": [5.558648837552671, 45.09946633348046]}";36;D531;34248;36;100;2008-07-18;Blaireau européen;Lans-en-Vercors;La Cote;;;2012-12-03;2020-03-05;D38
44.9140372582,5.829248583;"{""type"": ""Point"", ""coordinates"": [5.829248583002022, 44.914037258214634]}";732;D26;4535;4;730;2016-03-25;Oiseau de petit taille indéterminé;nantes en ratier;Rouge gorge;NON;1;2018-04-04;2020-03-05;D38
45.5772433016,5.33307491938;"{""type"": ""Point"", ""coordinates"": [5.333074919382775, 45.577243301601726]}";448;D1006;24849;23;850;2014-12-09;Sanglier;;;;;2015-03-10;2020-03-05;D38
45.0851387362,5.20547275749;"{""type"": ""Point"", ""coordinates"": [5.205472757488303, 45.08513873621729]}";744;D1092;4795;4;800;2016-01-01;Autres;St Lattier;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.8653886555,5.34309974505;"{""type"": ""Point"", ""coordinates"": [5.343099745051325, 45.865388655488346]}";2816;D65;24054;24;0;2019-03-21;Fouine;La Balme les Grottes;;NON;1;2020-09-07;2020-09-07;D38
44.9011092451,5.77624755304;"{""type"": ""Point"", ""coordinates"": [5.776247553038417, 44.90110924505744]}";621;D116;529;1;200;2016-01-18;Renard roux;La Mure;;NON;1;2016-03-08;2020-03-05;D38
45.1587309309,5.61846122641;"{""type"": ""Point"", ""coordinates"": [5.618461226407065, 45.15873093094285]}";1287;D106;20881;21;200;2017-11-27;Renard roux;St Nizier du Moucherotte;;NON;1;2019-04-30;2020-03-05;D38
45.1031746226,5.31841427809;"{""type"": ""Point"", ""coordinates"": [5.318414278092082, 45.10317462262857]}";811;D518;83139;83;0;2016-06-10;Hérisson d'Europe;St Romans;;NON;1;2018-04-04;2020-03-05;D38
45.4656448379,4.79002021974;"{""type"": ""Point"", ""coordinates"": [4.790020219742793, 45.46564483786611]}";1044;D4;13677;13;800;2017-01-24;Blaireau européen;chonas l'amballan;;NON;1;2019-02-14;2020-03-05;D38
45.7638204756,5.12284866209;"{""type"": ""Point"", ""coordinates"": [5.122848662088013, 45.76382047558538]}";1201;D517;3000;3;0;2017-07-28;Renard roux;Janneyrias;;NON;1;2019-04-30;2020-03-05;D38
45.1257773438,5.57725863303;"{""type"": ""Point"", ""coordinates"": [5.57725863303256, 45.12577734376535]}";47;D531;37698;39;500;2010-11-02;Chat;Lans-en-Vercors;Croix Vercors;;;2012-12-03;2020-03-05;D38
45.6691197865,5.53534179516;"{""type"": ""Point"", ""coordinates"": [5.535341795160198, 45.669119786525805]}";2801;D33;5057;5;100;2019-11-08;Chevreuil européen;LE BOUCHAGE;;NON;2;2020-09-07;2020-09-07;D38
45.3849282635,5.57467930866;"{""type"": ""Point"", ""coordinates"": [5.574679308658142, 45.38492826350264]}";328;D1076;322;0;322;2014-08-19;Chevreuil européen;Voiron;;;;2015-03-10;2020-03-05;D38
44.8497961882,5.69200181972;"{""type"": ""Point"", ""coordinates"": [5.692001819723227, 44.84979618815244]}";901;D34;11648;11;600;2016-03-19;Autres;Cornillon-en-Trièves;Lièvre;OUI;1;2018-04-04;2020-03-05;D38
45.7171679281,5.19330560612;"{""type"": ""Point"", ""coordinates"": [5.193305606118881, 45.71716792814245]}";1182;D24;3884;3;500;2017-01-27;Chevreuil européen;Villemoirieu;;NON;1;2019-04-30;2020-03-05;D38
45.6647869767,5.32809207234;"{""type"": ""Point"", ""coordinates"": [5.328092072337664, 45.66478697671659]}";441;D522;26522;27;400;2014-10-20;Fouine;;;;;2015-03-10;2020-03-05;D38
45.5691870014,5.34894956864;"{""type"": ""Point"", ""coordinates"": [5.348949568635851, 45.56918700137027]}";486;D1006;26414;25;400;2014-05-22;Renard roux;Cessieu;;;;2015-03-10;2020-03-05;D38
45.1024659978,5.52699932747;"{""type"": ""Point"", ""coordinates"": [5.526999327467601, 45.102465997826975]}";126;D106;42322;42;800;2012-01-20;Autres;Saint-Nizier-du-Moucherotte;Bois des Murs - Lièvre;;;2012-12-03;2020-03-05;D38
45.0719316038,5.4929826217;"{""type"": ""Point"", ""coordinates"": [5.492982621700544, 45.07193160375403]}";1;D531;22195;24;0;2007-05-15;Blaireau européen;Villard-de-Lans;Goule Blanche;;;2012-12-03;2020-03-05;D38
45.149275529,5.62160795839;"{""type"": ""Point"", ""coordinates"": [5.621607958394925, 45.14927552902331]}";1022;D106;22061;22;400;2016-02-02;Chevreuil européen;St Nizier du Moucherotte;;NON;1;2018-04-04;2020-03-05;D38
44.9537730668,5.64025288702;"{""type"": ""Point"", ""coordinates"": [5.640252887015819, 44.95377306681587]}";1491;D1075;123449;117;0;2019-08-24;Martre;SINARD;;NON;1;2020-03-05;2020-03-05;D38
45.2863563287,5.55817620292;"{""type"": ""Point"", ""coordinates"": [5.558176202923153, 45.286356328657554]}";1123;D1532;37501;35;960;2018-05-25;Blaireau européen;St Quzentin sur Isère;;NON;1;2019-02-14;2020-03-05;D38
45.7662669513,5.10484508227;"{""type"": ""Point"", ""coordinates"": [5.104845082266618, 45.76626695132535]}";2815;D517;1405;1;400;2019-02-23;Renard roux;Villette d'Anthon;;NON;1;2020-09-07;2020-09-07;D38
45.342696744,5.48963658188;"{""type"": ""Point"", ""coordinates"": [5.489636581882293, 45.34269674402608]}";978;D45;9582;10;310;2016-05-23;Mammifère indéterminé;Renage;Lapin de garenne;NON;1;2018-04-04;2020-03-05;D38
44.7877342588,5.64224139195;"{""type"": ""Point"", ""coordinates"": [5.642241391950335, 44.78773425876635]}";1348;D1075;149922;144;50;2017-05-23;Autres;Monestier du Percy;Lièvre;NON;1;2020-03-05;2020-03-05;D38
45.3632511234,5.62153132257;"{""type"": ""Point"", ""coordinates"": [5.621531322567616, 45.363251123448826]}";235;D128;7287;7;300;2013-05-16;Renard roux;Coublevie;;;;2014-04-02;2020-03-05;D38
45.0883048674,5.19904060801;"{""type"": ""Point"", ""coordinates"": [5.199040608008866, 45.08830486742111]}";757;D27B;12068;12;250;2016-01-26;Renard roux;St Antoinne l'Abbaye;;OUI;1;2018-04-04;2020-03-05;D38
45.1297503162,5.58038201196;"{""type"": ""Point"", ""coordinates"": [5.580382011963751, 45.12975031619751]}";635;D531;38203;40;0;2015-06-03;Renard roux;Lans-en-Vercors;;NON;1;2016-03-08;2020-03-05;D38
45.3212599821,5.49311762867;"{""type"": ""Point"", ""coordinates"": [5.493117628674321, 45.32125998207394]}";1121;D45;6617;7;345;2018-05-23;Blaireau européen;Renage;;NON;1;2019-02-14;2020-03-05;D38
45.2861511237,5.55747332414;"{""type"": ""Point"", ""coordinates"": [5.557473324143948, 45.28615112371467]}";288;D1532;37441;35;900;2014-02-18;Autres;St Quentin/Isère;Belette;;;2015-03-10;2020-03-05;D38
44.8046572495,5.73495238362;"{""type"": ""Point"", ""coordinates"": [5.734952383624822, 44.804657249462686]}";1427;D254;2351;2;350;2018-07-24;Blaireau européen;Mens;;NON;1;2020-03-05;2020-03-05;D38
44.8234331076,5.6190127644;"{""type"": ""Point"", ""coordinates"": [5.619012764400956, 44.82343310756145]}";1416;D1075;144364;137;800;2018-06-22;Renard roux;Clelles;renardeau;NON;1;2020-03-05;2020-03-05;D38
45.3185935163,5.49123282789;"{""type"": ""Point"", ""coordinates"": [5.491232827886473, 45.31859351628704]}";923;D45;6272;7;0;2015-12-12;Chevreuil européen;Renage;;OUI;1;2018-04-04;2020-03-05;D38
44.902759777,5.83761003618;"{""type"": ""Point"", ""coordinates"": [5.837610036182383, 44.90275977695408]}";623;D26;6404;6;600;2016-01-27;Chevreuil européen;Siévoz;;OUI;3;2016-03-08;2020-03-05;D38
45.3459131026,5.59889013476;"{""type"": ""Point"", ""coordinates"": [5.598890134761961, 45.34591310262529]}";338;D1075;74024;67;522;2014-09-27;Martre;St Jean de Moirans;;;;2015-03-10;2020-03-05;D38
45.2780003651,5.61784132417;"{""type"": ""Point"", ""coordinates"": [5.617841324165417, 45.2780003651481]}";1114;D1532;44515;43;0;2018-04-11;Castor d'Europe;Veurey;;NON;1;2019-02-14;2020-03-05;D38
45.2843976567,5.55133686984;"{""type"": ""Point"", ""coordinates"": [5.55133686983898, 45.28439765670825]}";142;D1532;36921;35;380;2012-02-29;Blaireau européen;Saint-Quentin-sur-Isère;;;;2013-04-05;2020-03-05;D38
45.4928996987,5.70638862544;"{""type"": ""Point"", ""coordinates"": [5.706388625435539, 45.49289969867061]}";214;D82;14055;13;800;2013-02-21;Chevreuil européen;Saint-Albin-de-Vaulserre;;;;2014-04-02;2020-03-05;D38
45.3518989168,5.0363402856;"{""type"": ""Point"", ""coordinates"": [5.036340285599959, 45.35189891683346]}";566;D538;26963;27;0;2014-06-23;Hérisson d'Europe;Beaurepaire;1 hérisson;;1;2016-03-08;2020-03-05;D38
44.8606361854,5.76706813482;"{""type"": ""Point"", ""coordinates"": [5.767068134815861, 44.86063618541751]}";903;D526;23184;23;200;2016-03-21;Blaireau européen;Saint-Jean-d'Hérans;;OUI;1;2018-04-04;2020-03-05;D38
45.1608312411,5.28437944929;"{""type"": ""Point"", ""coordinates"": [5.284379449287073, 45.16083124107135]}";753;D20A;0;0;0;2016-01-23;Renard roux;Chevrières;;OUI;1;2018-04-04;2020-03-05;D38
45.4758119893,5.58717386397;"{""type"": ""Point"", ""coordinates"": [5.58717386397235, 45.47581198929804]}";968;D1075;56217;50;0;2016-03-25;Buse;Montferrat;;NON;1;2018-04-04;2020-03-05;D38
45.5495369378,5.37124148477;"{""type"": ""Point"", ""coordinates"": [5.371241484767794, 45.54953693778668]}";436;D59A;5608;5;600;2014-09-05;Autres;;Lièvre;;;2015-03-10;2020-03-05;D38
44.8373152796,5.73788155953;"{""type"": ""Point"", ""coordinates"": [5.737881559533198, 44.8373152796354]}";1376;D526;17599;17;680;2017-09-25;Blaireau européen;Saint-Jean-d'Hérans;;NON;1;2020-03-05;2020-03-05;D38
45.670352886,5.50888065962;"{""type"": ""Point"", ""coordinates"": [5.508880659616725, 45.670352886007045]}";2759;D33;2969;3;0;2017-11-27;Renard roux;LE BOUCHAGE;;NON;1;2020-09-07;2020-09-07;D38
45.5370104498,5.60246008654;"{""type"": ""Point"", ""coordinates"": [5.602460086542451, 45.53701044983279]}";495;D1006;47669;46;300;2014-08-21;Blaireau européen;Les Abrets;;;;2015-03-10;2020-03-05;D38
44.9262321823,5.63496444628;"{""type"": ""Point"", ""coordinates"": [5.634964446276586, 44.92623218226375]}";1432;D8;22917;23;500;2018-08-13;Renard roux;MONESTIER DE CLERMONT;;NON;1;2020-03-05;2020-03-05;D38
45.1068178314,5.52936070936;"{""type"": ""Point"", ""coordinates"": [5.529360709362553, 45.10681783141779]}";1026;D106;41522;42;0;2016-04-09;Blaireau européen;Méaudre;;NON;1;2018-04-04;2020-03-05;D38
45.1150407822,5.53149473078;"{""type"": ""Point"", ""coordinates"": [5.53149473077602, 45.115040782185304]}";1234;D106;40553;41;0;2017-02-02;Autres;Méaudre;Lièvre;NON;1;2019-04-30;2020-03-05;D38
45.3414441796,5.40183987488;"{""type"": ""Point"", ""coordinates"": [5.401839874879999, 45.3414441796171]}";581;D519;40990;46;800;2015-07-09;Hérisson d'Europe;Sillans;Hérisson;NON;1;2016-03-08;2020-03-05;D38
44.9806572175,5.64545021925;"{""type"": ""Point"", ""coordinates"": [5.645450219252023, 44.980657217531494]}";1467;D1075;119951;113;500;2019-04-23;Blaireau européen;ST MARTIN DE LA CLUZE;;NON;2;2020-03-05;2020-03-05;D38
44.9537730668,5.64025288702;"{""type"": ""Point"", ""coordinates"": [5.640252887015819, 44.95377306681587]}";1433;D1075;123449;117;0;2018-08-14;Rapace indéterminé;SINARD;buse;NON;1;2020-03-05;2020-03-05;D38
44.8679647812,5.6174982236;"{""type"": ""Point"", ""coordinates"": [5.617498223598817, 44.8679647811902]}";1497;D1075;134750;128;0;2019-08-29;Sanglier;ST MICHEL LES PORTES;;NON;1;2020-03-05;2020-03-05;D38
45.1096605853,5.31858720683;"{""type"": ""Point"", ""coordinates"": [5.318587206834141, 45.10966058525797]}";818;D1532;8281;6;700;2016-08-09;Renard roux;St Romans;;NON;1;2018-04-04;2020-03-05;D38
45.5816141341,5.6061589659;"{""type"": ""Point"", ""coordinates"": [5.606158965900255, 45.581614134094764]}";504;D592;11620;10;500;2014-11-13;Autres;Aoste;Ragondin;;;2015-03-10;2020-07-08;D38
45.0857753133,5.52399923543;"{""type"": ""Point"", ""coordinates"": [5.523999235425887, 45.085775313279605]}";3;D531;26579;28;465;2007-06-14;Blaireau européen;Villard-de-Lans;Les Jarrands;;;2012-12-03;2020-03-05;D38
45.768651639,5.12077662861;"{""type"": ""Point"", ""coordinates"": [5.120776628608077, 45.768651638998996]}";2807;D124Z;3807;4;300;2019-01-19;Blaireau européen;Villette d'Anthon;;NON;1;2020-09-07;2020-09-07;D38
45.1890523363,5.6244421745;"{""type"": ""Point"", ""coordinates"": [5.62444217449883, 45.189052336277214]}";68;D531;46252;48;100;2010-03-15;Chat;Engins;Haricka;;;2012-12-03;2020-03-05;D38
45.4784784528,5.68579656633;"{""type"": ""Point"", ""coordinates"": [5.685796566330743, 45.47847845281345]}";290;D82;11744;11;500;2014-02-18;Blaireau européen;St Beuil;;;;2015-03-10;2020-03-05;D38
45.7133154112,5.22162989284;"{""type"": ""Point"", ""coordinates"": [5.221629892844649, 45.71331541118842]}";1194;D75;35252;35;100;2017-06-19;Renard roux;Villemoirieu;;NON;1;2019-04-30;2020-03-05;D38
45.3629574326,5.6804792706;"{""type"": ""Point"", ""coordinates"": [5.680479270604543, 45.36295743260467]}";228;D520;43188;43;0;2013-04-12;Blaireau européen;Saint-Joseph-de-Rivière;;;;2014-04-02;2020-03-05;D38
44.8555623526,5.76305292021;"{""type"": ""Point"", ""coordinates"": [5.763052920214831, 44.855562352572136]}";891;D526;22472;22;500;2016-02-04;Autres;Saint-Jean-d'Hérans;Lièvre;OUI;1;2018-04-04;2020-03-05;D38
45.1494948161,5.59999881728;"{""type"": ""Point"", ""coordinates"": [5.599998817283585, 45.14949481606141]}";1264;D531;41177;43;0;2017-07-08;Chevreuil européen;Lans en Vercors;;NON;1;2019-04-30;2020-03-05;D38
45.1327222364,5.6028145714;"{""type"": ""Point"", ""coordinates"": [5.602814571400955, 45.13272223638317]}";121;D106;25620;26;0;2012-03-16;Autres;Lans-en-Vercors;Chenevarie - Chat;;;2012-12-03;2020-03-05;D38
45.3560388077,5.62093967167;"{""type"": ""Point"", ""coordinates"": [5.620939671668678, 45.356038807670906]}";1074;D128;6438;6;470;2017-02-23;Blaireau européen;Coublevie;;NON;2;2019-02-14;2020-03-05;D38
45.7662871043,5.1061261866;"{""type"": ""Point"", ""coordinates"": [5.106126186601887, 45.7662871043466]}";706;D517;1505;1;500;2016-08-04;Renard roux;JANNEYRIAS;;NON;1;2018-04-04;2020-03-05;D38
45.5894465166,5.25832554001;"{""type"": ""Point"", ""coordinates"": [5.258325540013513, 45.58944651657781]}";537;D1006;18308;17;300;2015-03-02;Mammifère indéterminé;Bourgoin-Jallieu;Ragondin;NON;1;2016-03-08;2020-03-05;D38
44.9482286968,5.96717110402;"{""type"": ""Point"", ""coordinates"": [5.96717110401636, 44.94822869678475]}";1151;D526;48742;48;900;2018-02-21;Sanglier;le perier;Sanglier;OUI;2;2019-02-18;2020-03-05;D38
45.792008884,5.27582612302;"{""type"": ""Point"", ""coordinates"": [5.275826123018187, 45.792008883981225]}";697;D65;13714;13;800;2016-03-01;Renard roux;HIERES SUR AMBY;;NON;1;2018-04-04;2020-03-05;D38
45.4774950049,5.55772882344;"{""type"": ""Point"", ""coordinates"": [5.557728823438707, 45.477495004875045]}";1144;D50;18713;18;850;2018-10-08;Hérisson d'Europe;Paladru;;NON;1;2019-02-14;2020-03-05;D38
45.1723685669,5.63325834751;"{""type"": ""Point"", ""coordinates"": [5.633258347509897, 45.172368566894804]}";89;D106;18189;18;500;2008-09-11;Blaireau européen;Lans-en-Vercors;croix perrin;;;2012-12-03;2020-03-05;D38
45.3851436961,5.57467823913;"{""type"": ""Point"", ""coordinates"": [5.574678239128461, 45.385143696084064]}";148;D1076;300;0;300;2012-05-26;Renard roux;Voiron;;;;2013-04-05;2020-03-05;D38
45.5001785835,5.47805928512;"{""type"": ""Point"", ""coordinates"": [5.478059285118924, 45.50017858354686]}";506;D73I;1152;1;150;2015-01-13;Fouine;Chelieu;;;;2015-03-10;2020-03-05;D38
45.3881919329,5.72738399963;"{""type"": ""Point"", ""coordinates"": [5.727383999632202, 45.38819193286259]}";1299;D520;48105;47;930;2019-04-21;Hérisson d'Europe;St Laurent du Pont;;NON;1;2019-10-24;2020-03-05;D38
45.7795657797,5.13321181207;"{""type"": ""Point"", ""coordinates"": [5.133211812070936, 45.77956577965862]}";1205;D124Z;5438;6;0;2017-09-24;Sanglier;Vilette d'Anthon;;NON;1;2019-04-30;2020-03-05;D38
44.7922203699,5.63394917995;"{""type"": ""Point"", ""coordinates"": [5.633949179947331, 44.792220369875736]}";1420;D1075;148872;143;0;2018-07-12;Autres;Le Percy;Lièvre;NON;1;2020-03-05;2020-03-05;D38
44.8436327672,5.82089630157;"{""type"": ""Point"", ""coordinates"": [5.820896301568105, 44.84363276718187]}";1510;D66;12223;12;250;2019-10-18;Chevreuil européen;Saint-Sébastien;Femelle;NON;1;2020-03-05;2020-03-05;D38
45.293060739,5.58227058705;"{""type"": ""Point"", ""coordinates"": [5.582270587048803, 45.29306073895987]}";1079;D1532;39540;38;0;2017-04-03;Chevreuil européen;St Quentin;;NON;1;2019-02-14;2020-03-05;D38
45.0944298186,5.55658893897;"{""type"": ""Point"", ""coordinates"": [5.556588938973698, 45.094429818561274]}";1032;D531;33657;35;500;2016-09-22;Blaireau européen;Villard de Lans;;NON;1;2018-04-04;2020-03-05;D38
44.8497447583,5.76407875036;"{""type"": ""Point"", ""coordinates"": [5.764078750355909, 44.84974475826148]}";1511;D526;21777;21;800;2019-10-21;Blaireau européen;Saint-Jean-d'Hérans;;NON;1;2020-03-05;2020-03-05;D38
45.4139152729,5.68292346909;"{""type"": ""Point"", ""coordinates"": [5.682923469086767, 45.413915272881354]}";211;D49;12435;13;0;2013-02-18;Blaireau européen;Miribel-les-Échelles;;;;2014-04-02;2020-03-05;D38
45.3212223246,5.65374984241;"{""type"": ""Point"", ""coordinates"": [5.653749842407867, 45.32122232455401]}";994;D520A;5164;5;184;2016-09-02;Chevreuil européen;La Placette;;NON;1;2018-04-04;2020-03-05;D38
45.1767696274,5.64412894679;"{""type"": ""Point"", ""coordinates"": [5.644128946791229, 45.176769627421905]}";1256;D106;16182;16;500;2017-06-24;Chevreuil européen;St Nizier du Moucherotte;;NON;1;2019-04-30;2020-03-05;D38
45.6280764781,5.288344792;"{""type"": ""Point"", ""coordinates"": [5.288344792004877, 45.62807647805975]}";438;D522;21203;22;100;2014-09-26;Blaireau européen;;;;;2015-03-10;2020-03-05;D38
45.4405669321,5.56547135684;"{""type"": ""Point"", ""coordinates"": [5.56547135684432, 45.4405669320733]}";1146;D1075;60716;54;500;2018-10-22;Sanglier;Montferrat;;NON;1;2019-02-14;2020-03-05;D38
45.3056872545,5.47578353711;"{""type"": ""Point"", ""coordinates"": [5.475783537111723, 45.3056872545133]}";943;D73E;2090;2;100;2016-02-17;Ecureuil roux;Tullins;;NON;1;2018-04-04;2020-03-05;D38
45.3647100275,5.60085484184;"{""type"": ""Point"", ""coordinates"": [5.600854841840189, 45.36471002752168]}";1011;D520;34481;34;260;2016-12-14;Ecureuil roux;Voiron;;OUI;1;2018-04-04;2020-03-05;D38
45.6887600876,5.42794752989;"{""type"": ""Point"", ""coordinates"": [5.427947529891429, 45.68876008759144]}";682;D517;33108;33;0;2016-03-25;Fouine;PASSINS;;NON;1;2018-04-04;2020-03-05;D38
45.0904026487,5.29918792309;"{""type"": ""Point"", ""coordinates"": [5.299187923086929, 45.09040264874366]}";365;D1532;5637;4;0;2014-10-31;Oiseau sp;St Romans;Faisan;;;2015-03-10;2020-03-05;D38
45.6410444924,5.34274473087;"{""type"": ""Point"", ""coordinates"": [5.342744730869804, 45.6410444923898]}";450;D19;3263;3;300;2014-12-22;Autres;;Ragondin;;;2015-03-10;2020-03-05;D38
45.388717733,5.57350232341;"{""type"": ""Point"", ""coordinates"": [5.573502323411165, 45.3887177330389]}";274;D1075;67470;61;251;2014-01-10;Fouine;Voiron;;;;2014-04-02;2020-03-05;D38
44.8546621229,5.61521200984;"{""type"": ""Point"", ""coordinates"": [5.615212009842008, 44.854662122918384]}";1486;D1075;138249;131;500;2019-07-18;Renard roux;St Michel les portes;;NON;1;2020-03-05;2020-03-05;D38
45.3512530188,5.45980316834;"{""type"": ""Point"", ""coordinates"": [5.459803168342681, 45.351253018843394]}";271;D1085;34023;34;0;2014-01-08;Renard roux;Beaucroissant;;;;2014-04-02;2020-03-05;D38
